Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Plant FIPS state code,Plant FIPS county code,Plant county name,Plant annual net generation (MWh)
CA,Vulcan-BN Geothermal Power Company,50210,6,25,Imperial,219791.00
PA,York County Resource Recovery,50215,42,133,York,261048.00
CA,Watson Cogeneration,50216,6,37,Los Angeles,2941105.00
CA,Woodward Power Plant,50218,6,99,Stanislaus,1084.00
CA,Frankenheimer Power Plant,50219,6,99,Stanislaus,-84.00
CA,Nelson Creek,50223,6,89,Shasta,451.00
CA,Oxnard Wastewater Treatment Plant,50224,6,111,Ventura,5921.00
ME,Regional Waste Systems,50225,23,5,Cumberland,88154.00
WA,Rocky Brook Hydroelectric,50228,53,31,Jefferson,0.00
TX,Texas Petrochemicals,50229,48,201,Harris,114166.00
ME,Robbins Lumber,50230,23,27,WALDO,35.00
WA,SDS Lumber Gorge Energy Division,50231,53,39,Klickitat,0.00
CA,San Dimas Wash Generating Station,50233,6,37,Los Angeles,0.00
CA,San Antonio Regional Hospital,50234,6,71,San Bernardino,12743.00
IN,Purdue University-Wade Utility,50240,18,157,Tippecanoe,135303.00
TX,Tenet Hospital,50241,48,141,El Paso,7.00
ME,Bucksport Generation LLC,50243,23,9,Hancock,5386.00
NC,Blue Ridge Paper Products Inc.,50244,37,87,Haywood,319851.00
FL,International Paper Pensacola,50250,12,33,Escambia,446698.00
MI,Verso Paper Quinnesec Mich Mill,50251,26,43,Dickinson,332827.00
MN,Sartell Dam,50252,27,9,Benton,22188.00
NC,"WestRock Kraft Paper, LLC",50254,37,83,Halifax,189504.00
MI,Beaumont Hospital Dearborn Campus,50260,26,163,Wayne,42.00
NV,New Lahontan,50261,32,1,Churchill,8050.00
CO,Redlands Water & Power,50267,8,77,Mesa,6343.00
NY,Hewittville Hydroelectric,50268,36,89,St Lawrence,14330.00
NY,Unionville Hydro Project 2499 NY,50269,36,89,St Lawrence,14196.00
CA,ExxonMobil Santa Ynez Facility,50270,6,83,Santa Barbara,
MA,Pioneer Valley Resource Recovery,50273,25,13,Hampden,27594.00
ID,Simplot Leasing Don Plant,50274,16,5,Bannock,61911.00
VA,Park 500 Philip Morris USA,50275,51,41,Chesterfield,16844.00
CA,Wintec Energy Ltd,50276,6,65,Riverside,81.00
ME,Worumbo Hydro Station,50278,23,1,Androscoggin,67222.00
PA,PEI Power Corporation,50279,42,69,Lackawanna,168068.00
NY,Dahowa Hydro,50280,36,115,Washington,18232.00
CA,San Gorgonio Farms Wind Farm,50281,6,65,Riverside,77280.00
NH,Lower Village Water Power Project,50285,33,19,Sullivan,5941.00
MA,SEMASS Resource Recovery,50290,25,23,Plymouth,593073.00
NY,Bethpage Energy Center,50292,36,59,Nassau,681195.00
CA,Wadham Energy LP,50293,6,11,Colusa,192354.00
TN,Packaging Corporation of America,50296,47,71,Hardin,415474.00
CA,AltaGas Ripon Energy Inc.,50299,6,77,San Joaquin,4329.00
CA,VESI Pomona,50300,6,37,Los Angeles,-3592.00
TX,Shell Deer Park,50304,48,201,Harris,1491273.00
MI,Alpena Cement Plant,50305,26,7,Alpena,164515.00
OK,University of Oklahoma,50307,40,27,Cleveland,0.00
AK,Utility Plants Section,50308,2,90,Fairbanks North Star,65058.00
FL,Standby Generation Plant,50310,12,33,Escambia,17.00
NJ,Passaic Valley Water Commission,50311,34,31,Passaic,
NH,Pembroke Hydro,50312,33,13,Merrimack,9306.00
NY,Chasm Hydro Partnership,50315,36,33,Franklin,0.00
IN,Bunge North America East LLC,50316,18,1,Adams,13411.00
CA,Site 980 65,50322,6,39,Madera,116.00
ID,Marco Ranch,50323,16,53,Jerome,2570.00
NH,Newfound Hydroelectric,50324,33,9,Grafton,4853.00
IL,Nalco,50326,17,43,DuPage,14065.00
MN,Byllesby,50328,27,37,Dakota,337.00
WA,West Point Treatment Plant,50329,53,33,King,10657.00
HI,Gay Robinson,50333,15,7,Kauai,45624.00
IL,Mooseheart Power House,50337,17,89,Kane,0.00
LA,PCS Nitrogen Fertilizer LP,50341,22,47,Iberville,0.00
CA,Forks of Butte Hydro Project,50350,6,7,Butte,13795.00
NH,Rolfe Canal Hydro,50351,33,13,Merrimack,23214.00
CA,Nacimiento Hydro Project,50352,6,79,San Luis Obispo,3904.00
NH,Penacook Lower Falls,50353,33,13,Merrimack,23484.00
NY,Newport Hydro,50354,36,43,Herkimer,6769.00
AL,Sloss Industries Corp,50359,1,73,Jefferson,0.00
OR,Michell Butte Power Project,50360,41,45,Malheur,3460.00
OR,Owyhee Dam Power Project,50361,41,45,Malheur,10200.00
OR,Tunnel 1 Power Project,50362,41,45,Malheur,6262.00
CA,Mesquite Lake Energy Park Plant 2,50363,6,25,Imperial,
RI,Ridgewood Providence Power,50365,44,7,Providence,0.00
IN,University of Notre Dame,50366,18,141,St Joseph,72976.00
NY,Cornell University Ithaca Campus,50368,36,109,Tompkins,210970.00
PA,Paxton Creek Cogeneration,50373,42,43,Dauphin,5010.00
CA,East Portal Generator,50375,6,37,Los Angeles,3041.00
WA,Upriver Dam Hydro Plant,50380,53,63,Spokane,50795.00
WA,Twin Reservoirs,50382,53,71,Walla Walla,10883.00
NH,Gregg Falls,50384,33,11,Hillsborough,11295.00
NJ,Newark Bay Cogen,50385,34,13,Essex,61250.00
CA,Phillips 66 Carbon Plant,50388,6,13,Contra Costa,112434.00
LA,Port Allen (LA),50389,22,121,West Baton Rouge,41075.00
AK,Eielson AFB Central Heat & Power Plant,50392,2,90,Fairbanks North Star,73952.00
CA,Friant Hydro Facility,50393,6,19,Fresno,40263.00
WI,Georgia-Pacific Corp - Nekoosa Mill,50395,55,141,Wood,163636.00
OR,Dillard Complex,50396,41,19,Douglas,143094.00
PA,Pixelle Specialty Solutions,50397,42,133,York,442624.00
GA,International Paper Savanna Mill,50398,13,51,Chatham,606916.00
CA,Sand Bar Power Plant,50400,6,109,Tuolumne,33807.00
TX,BP Chemicals Green Lake Plant,50404,48,57,Calhoun,39900.00
ME,Somerset Plant,50406,23,25,Somerset,560162.00
WI,Park Mill,50408,55,75,Marinette,13476.00
MI,Menominee Mill Marinette,50409,26,109,Menominee,10682.00
PA,Chester Operations,50410,42,45,Delaware,178059.00
NJ,Rutgers Biomedical and Health Cogen,50411,34,13,Essex,0.00
MN,Olmsted Waste Energy,50413,27,109,Olmsted,35874.00
NH,Penacook Upper Falls Hydro,50414,33,13,Merrimack,14387.00
NY,Tannery Island Power,50416,36,45,Jefferson,7242.00
WA,Orchard Avenue 1,50421,53,77,Yakima,1736.00
WA,Cowiche,50423,53,77,Yakima,3358.00
NY,Bronx Zoo,50427,36,5,Bronx,20569.00
MI,University of Michigan,50431,26,161,Washtenaw,145443.00
MI,Ada Dam,50433,26,81,Kent,3451.00
CO,Sugarloaf Hydro Plant,50435,8,65,Lake,0.00
MI,Cascade Dam,50436,26,81,Kent,5565.00
MI,French Landing Dam,50437,26,163,Wayne,8222.00
WI,Oconto Falls Lower,50439,55,83,Oconto,8478.00
ME,S D Warren Westbrook,50447,23,5,Cumberland,20198.00
NY,Indeck-Silver Springs Energy Center,50449,36,121,Wyoming,37653.00
NY,Indeck-Oswego Energy Center,50450,36,75,Oswego,23659.00
NY,Indeck-Yerkes Energy Center,50451,36,29,Erie,22256.00
OH,Procter & Gamble Cincinnati Plant,50456,39,61,Hamilton,7520.00
NY,Indeck-Corinth Energy Center,50458,36,91,Saratoga,554499.00
MI,Cheboygan,50461,26,31,Cheboygan,4722.00
PA,Procter & Gamble Paper Products,50463,42,131,Wyoming,842406.00
CA,Oxnard,50464,6,111,Ventura,523413.00
GA,Flint River Operations,50465,13,193,Macon,458212.00
FL,Buckeye Florida LP,50466,12,123,Taylor,277899.00
NC,Rocky Mount Mill,50468,37,127,Nash,0.00
NY,Covanta Niagara,50472,36,63,Niagara,189130.00
FL,Swift Creek Chemical Complex,50474,12,47,Hamilton,98938.00
TX,Corpus Christi,50475,48,355,Nueces,73329.00
WI,Packaging of America Tomahawk Mill,50476,55,69,Lincoln,109495.00
VA,"GP Big Island, LLC",50479,51,19,Bedford,54239.00
TN,Eastman Chemical Company,50481,47,163,Sullivan,1138973.00
FL,Clewiston Sugar House,50482,12,51,Hendry,271930.00
LA,PPG Powerhouse A,50487,22,19,Calcasieu,
LA,PPG Riverside,50488,22,19,Calcasieu,40658.00
LA,PPG Powerhouse C,50489,22,19,Calcasieu,1809854.00
LA,PPG Plant C Caustic,50490,22,19,Calcasieu,1950.00
WV,Axiall Corporation Natrium Plant,50491,54,51,Marshall,752590.00
CA,Gas Utilization Facility,50492,6,73,San Diego,10449.00
CA,Double C Generation Limited Partnership,50493,6,29,Kern,18373.00
CA,Kern Front Limited,50494,6,29,Kern,16326.00
CA,High Sierra Limited,50495,6,29,Kern,19658.00
CT,Capitol District Energy Center,50498,9,3,Hartford,0.00
NC,PCS Phosphate,50509,37,13,Beaufort,237100.00
NY,Glen Park Hydroelectric Project,50512,36,45,Jefferson,121938.00
NY,Stillwater Reservoir Hydro,50513,36,43,Herkimer,5972.00
NY,Fort Miller Hydroelectric Facility,50514,36,91,Saratoga,20227.00
CA,Equilon Los Angeles Refining,50530,6,37,Los Angeles,412760.00
CA,Victory Garden (Tehachapi),50532,6,29,Kern,23445.00
CA,Painted Hills Wind Park,50533,6,65,Riverside,117697.00
CA,Mesa Wind Power LLC,50535,6,65,Riverside,0.00
CA,Sky River Wind Energy Center,50536,6,29,Kern,41805.00
CA,SRI International Cogen Project,50537,6,81,San Mateo,27749.00
VT,Boltonville Hydro Associates,50539,50,17,Orange,2173.00
CA,BP Carson Refinery,50540,6,37,Los Angeles,0.00
CA,Harbor Cogen,50541,6,37,Los Angeles,15622.00
WA,Port Townsend Paper,50544,53,31,Jefferson,30542.00
MA,Lawrence Hydroelectric Associates,50545,25,9,Essex,88079.00
CA,Bowman,50546,6,57,Nevada,4870.00
CA,GPS Cabazon Wind LLC,50552,6,65,Riverside,42473.00
CA,Edom Hills Project 1 LLC,50553,6,65,Riverside,25666.00
NC,Rosemary Power Station,50555,37,83,Halifax,10517.00
OK,Frontier Generating Station,50558,40,109,Oklahoma,380958.00
CA,Pacific-Ultrapower Chinese Station,50560,6,109,Tuolumne,131979.00
NJ,Eagle Point Power Generation,50561,34,15,Gloucester,187969.00
IL,Settlers Hill Gas Recovery,50563,17,89,Kane,27797.00
CT,New Milford Gas Recovery,50564,9,5,Litchfield,6131.00
IL,Milam Gas Recovery,50566,17,163,St Clair,19565.00
NY,High Acres Gas Recovery,50568,36,55,Monroe,70883.00
TX,DFW Gas Recovery,50569,48,121,Denton,79394.00
TN,Chestnut Ridge Gas Recovery,50570,47,1,Anderson,23056.00
CA,Altamont Gas Recovery,50571,6,1,Alameda,34440.00
FL,CSL Gas Recovery,50572,12,11,Broward,48564.00
IL,CID Gas Recovery,50573,17,31,Cook,19059.00
IL,Lake Gas Recovery,50575,17,31,Cook,14154.00
WI,Metro Gas Recovery,50576,55,79,Milwaukee,38932.00
WI,Omega Hills Gas Recovery,50577,55,131,Washington,78672.00
CA,Saint Johns Health Center,50610,6,37,Los Angeles,
PA,"Rausch Creek Generation, LLC",50611,42,107,Schuylkill,146673.00
CA,McKittrick Limited,50612,6,29,Kern,17048.00
WI,Mosinee Mill,50614,55,73,Marathon,126960.00
RI,Central Power Plant,50621,44,7,Providence,25911.00
CA,Berry Cogen Tanne Hills 18,50622,6,29,Kern,138465.00
CA,"Torrance Refining Company, LLC",50624,6,37,Los Angeles,125833.00
TX,ExxonMobil Beaumont Refinery,50625,48,245,Jefferson,4143472.00
LA,Chalmette Refining LLC,50626,22,87,St Bernard,13274.00
IL,Exxonmobil Oil Corporation,50627,17,197,Will,186182.00
NJ,Paulsboro Refining Company LLC,50628,34,15,Gloucester,213405.00
FL,Covanta Lake County Energy,50629,12,69,Lake,83247.00
OR,Covanta Marion Inc,50630,41,47,MARION,64989.00
CA,Covanta Stanislaus Energy,50632,6,99,Stanislaus,131183.00
FL,Mosaic Co Bartow Facility,50633,12,105,Polk,280560.00
MN,Brainerd Public Utilities,50636,27,35,Crow Wing,12983.00
ID,Clearwater Paper IPP Lewiston,50637,16,69,Nez Perce,398671.00
AR,Clearwater Paper APP CB,50638,5,41,Desha,114300.00
MN,Sappi Cloquet Mill,50639,27,17,Carlton,506742.00
IN,Covanta Indianapolis Energy,50647,18,97,Marion,41938.00
CT,Covanta Bristol Energy,50648,9,3,Hartford,103215.00
NY,Covanta Babylon Inc,50649,36,103,Suffolk,114973.00
ME,ReEnergy Stratton LLC,50650,23,7,Franklin,365100.00
NY,Lyonsdale Associates,50652,36,49,Lewis,11664.00
NV,Steamboat Hills LP,50654,32,31,Washoe,210572.00
NY,Huntington Resource Recovery Facility,50656,36,103,Suffolk,191820.00
MD,Montgomery County Resource Recovery,50657,24,31,Montgomery,352401.00
VA,Covanta Fairfax Energy,50658,51,59,Fairfax,693204.00
OK,Covanta Tulsa Renewable Energy LLC,50660,40,143,Tulsa,3178.00
MA,Covanta Haverhill,50661,25,9,Essex,337250.00
NY,Onondaga County Resource Recovery,50662,36,67,Onondaga,224895.00
VA,Covanta Alexandria/Arlington Energy,50663,51,510,Alexandria City,147065.00
FL,Pasco Cnty Solid Waste Resource Recovery,50666,12,101,Pasco,162968.00
CA,Municipal Cogen Plant,50674,6,65,Riverside,7595.00
ME,Gardiner,50688,23,11,Kennebec,3668.00
CA,San Gorgonio Westwinds II LLC,50690,6,65,Riverside,132842.00
CA,Plant No 1 Orange County,50696,6,59,Orange,34069.00
ME,Pumpkin Hill,50699,23,19,Penobscot,3868.00
WA,Lilliwaup Falls Generating,50700,53,45,Mason,5552.00
ME,Salmon Falls,50702,23,31,York,1503.00
NH,Somersworth Lower Great Dam,50704,33,17,Strafford,1850.00
CO,J M Shafer,50707,8,123,Weld,791930.00
AK,University of Alaska Fairbanks,50711,2,90,Fairbanks North Star,70972.00
VT,Huntington Falls,50713,50,1,Addison,21904.00
ID,Notch Butte Hydro,50718,16,63,Lincoln,2989.00
IL,Tazewell Gas Recovery,50721,17,179,Tazewell,15994.00
IL,INEOS Naperville Cogeneration Plant,50722,17,43,DuPage,75370.00
PA,US Steel (Clairton Coke),50729,42,3,Allegheny,110130.00
PA,US Steel (Edgar Thomson),50732,42,3,Allegheny,450493.00
IN,US Steel Corp - Gary Works,50733,18,89,Lake,1253327.00
NH,"Stored Solar Tamworth, LLC",50739,33,3,Carroll,57567.00
NH,Pontook Hydro Facility,50741,33,7,Coos,32863.00
NY,Sterling Power Plant,50744,36,65,Oneida,15171.00
CA,Agnews Power Plant,50748,6,85,Santa Clara,18702.00
CA,Coalinga Cogeneration Facility,50750,6,19,Fresno,41628.00
CA,Southeast Kern River Cogen,50751,6,29,Kern,123165.00
CA,South Belridge Cogeneration Facility,50752,6,29,Kern,486558.00
CA,Oak Creek Energy Systems I,50754,6,29,Kern,68348.00
CA,New Hogan Power Plant,50755,6,9,Calaveras,4438.00
ME,Pejepscot Hydroelectric Project,50758,23,23,Sagadahoc,51477.00
NY,West End Dam Hydroelectric Project,50759,36,45,Jefferson,21370.00
NV,Stillwater Facility,50765,32,1,Churchill,138099.00
CA,Ormesa I,50766,6,25,Imperial,109889.00
NY,Forestport,50768,36,65,Oneida,10744.00
MI,Viking Energy of McBain,50770,26,113,Missaukee,
MI,Viking Energy of Lincoln,50772,26,1,Alcona,132791.00
PA,Panther Creek Energy Facility,50776,42,25,Carbon,127227.00
NJ,"EFS Parlin Holdings, LLC",50799,34,23,Middlesex,9060.00
FL,Seminole Mill,50803,12,31,Duval,141894.00
GA,Port Wentworth Mill,50804,13,51,Chatham,455695.00
SC,"WestRock CP, LLC Florence Mill",50806,45,41,Florence,370809.00
FL,WestRock Panama City Mill,50807,12,5,Bay,214441.00
LA,Westrock Hodge (LA),50810,22,49,Jackson,400565.00
VA,Hopewell Mill,50813,51,670,Hopewell City,281923.00
TX,"Odyssey Energy Altura Cogen, LLC",50815,48,201,Harris,3248923.00
CA,East Winds Project,50820,6,65,Riverside,5949.00
CA,Mojave 16/17/18,50821,6,29,Kern,94836.00
WA,Twin Falls Hydro,50827,53,33,King,78613.00
CA,Nove Power Plant,50831,6,13,Contra Costa,1702.00
MA,Chicopee Hydroelectric Station,50832,25,13,Hampden,0.00
MI,TES Filer City Station,50835,26,101,Manistee,488833.00
CA,Southeast Resource Recovery,50837,6,37,Los Angeles,188532.00
LA,Gramercy Holdings LLC,50846,22,93,St James,266463.00
CA,PE Berkeley,50849,6,1,Alameda,148971.00
CA,OLS Energy Chino,50850,6,71,San Bernardino,7480.00
CA,CSUCI Site Authority,50851,6,111,Ventura,4563.00
NJ,Elmwood Power LLC,50852,34,3,Bergen,0.00
FL,Hillsborough County Resource Recovery,50858,12,57,Hillsborough,239230.00
PA,Lancaster County Resource Recovery,50859,42,71,Lancaster,191866.00
MI,Kent County Waste to Energy Facility,50860,26,81,Kent,101400.00
CA,Sargent Canyon Cogen Facility,50864,6,53,Monterey,0.00
CA,Salinas River Cogeneration Facility,50865,6,53,Monterey,277649.00
NH,Wheelabrator Concord Facility,50873,33,13,Merrimack,100576.00
FL,McKay Bay Facility,50875,12,57,Hillsborough,130289.00
MA,Wheelabrator North Andover,50877,25,9,Essex,232754.00
MA,Wheelabrator Millbury Facility,50878,25,27,Worcester,320576.00
MA,Wheelabrator Saugus,50880,25,9,Essex,178628.00
CA,Wheelabrator Shasta,50881,6,89,Shasta,285943.00
NY,Wheelabrator Westchester,50882,36,119,Westchester,323152.00
CT,Wheelabrator Bridgeport,50883,9,1,Fairfield,467149.00
FL,Pinellas County Resource Recovery,50884,12,103,Pinellas,427707.00
NJ,Wheelabrator Gloucester LP,50885,34,15,Gloucester,82898.00
WA,Spokane Waste to Energy,50886,53,63,Spokane,119619.00
FL,Wheelabrator South Broward,50887,12,11,Broward,435933.00
PA,Northampton Generating Plant,50888,42,95,Northampton,62055.00
NC,Ivy River Hydro,50890,37,115,Madison,
ID,El Dorado Hydro Elk Creek,50891,16,49,Idaho,2545.00
CA,Rock Creek LP,50892,6,17,El Dorado,72.00
PA,Allegheny No. 5 Hydro Station,50893,42,5,Armstrong,40778.00
PA,Allegheny No 6 Hydro Station,50894,42,5,Armstrong,41604.00
ID,Bypass,50895,16,53,Jerome,28075.00
ID,S E Hazelton A,50896,16,53,Jerome,24908.00
PA,Allegheny Hydro No 8,50897,42,5,Armstrong,87485.00
PA,Allegheny Hydro No 9,50898,42,5,Armstrong,98183.00
VA,WestRock Virginia Corp Covington Ops,50900,51,580,Covington City,875859.00
IN,Sagamore Plant Cogeneration,50903,18,157,Tippecanoe,6890.00
NM,Ford Utilities Center,50906,35,1,Bernalillo,97439.00
NY,Oswego County Energy Recovery,50907,36,75,Oswego,7865.00
OR,Middle Fork Irrigation District,50917,41,27,Hood River,21077.00
OR,Co-Gen LLC,50921,41,23,Grant,0.00
MT,Yellowstone Energy Limited Partnership,50931,30,111,Yellowstone,454274.00
IA,Des Moines Wastewater Reclamation Fac,50932,19,153,Polk,135.00
WI,Rhinelander Mill,50933,55,85,Oneida,22354.00
IN,Caterpillar,50935,18,157,Tippecanoe,23328.00
WI,Winnebago County Landfill Gas,50936,55,139,Winnebago,14800.00
MI,William Beaumont Hospital,50937,26,125,Oakland,0.00
OR,Galesville Project,50938,41,19,Douglas,2517.00
UT,Lagoon Cogeneration Facility,50942,49,11,Davis,0.00
FL,Hardee Power Station,50949,12,49,Hardee,848398.00
UT,Sunnyside Cogeneration Associates,50951,49,7,Carbon,400898.00
IL,Saint Francis Hospital,50952,17,31,Cook,
MA,Rousselot Inc,50955,25,9,Essex,15630.00
TN,Resolute Forest Products - Calhoun Ops,50956,47,107,McMinn,344293.00
NJ,Union County Resource Recovery,50960,34,39,Union,311612.00
CA,Slate Creek,50961,6,89,Shasta,7246.00
CA,Naval Hospital Medical Center,50963,6,73,San Diego,10837.00
CA,Amedee Geothermal Venture I,50964,6,35,Lassen,0.00
OH,Toledo Ref Power Recovery Train,50965,39,95,Lucas,34.00
MO,MU Combined Heat and Power Plant,50969,29,19,Boone,194096.00
FL,Tropicana Products Bradent,50971,12,81,Manatee,188861.00
ID,Marsh Valley Development,50972,16,5,Bannock,3981.00
TX,Motiva Enterprises Port Arthur Refinery,50973,48,245,Jefferson,90262.00
PA,Scrubgrass Generating Plant,50974,42,121,Venango,305379.00
NY,Carr Street Generating Station,50978,36,67,Onondaga,139083.00
OR,Siphon Power Project,50980,41,17,Deschutes,15033.00
CA,Solano County Cogen Plant,50985,6,95,Solano,7461.00
ID,Rock Creek I,50987,16,83,Twin Falls,9136.00
WI,Marathon Electric,50990,55,73,Marathon,0.00
OR,Co-Gen II LLC,50993,41,19,Douglas,0.00
ME,Aziscohos Hydroelectric Project,50999,23,17,Oxford,16574.00
LA,Enterprise Sugar Factory,51008,22,45,Iberia,0.00
VT,Ryegate Associates,51026,50,5,CALEDONIA,161549.00
RI,Ocean State Power,51030,44,7,Providence,1046455.00
NY,West Delaware Tunnel Plant,51033,36,105,Sullivan,26341.00
NY,Little Falls Hydro,51034,36,43,Herkimer,44963.00
NY,MacArthur Waste to Energy Facility,51038,36,103,Suffolk,42608.00
LA,LaO Energy Systems,52006,22,47,Iberville,1740469.00
FL,Lee County Solid Waste Energy,52010,12,71,Lee,327428.00
NV,Dixie Valley,52015,32,1,Churchill,490136.00
VA,Doswell Limited Partnership,52019,51,85,Hanover,4583061.00
IL,ITT Cogen Facility,52021,17,31,Cook,134.00
RI,Rhode Island Hospital,52024,44,7,Providence,17442.00
MA,Dartmouth Power,52026,25,5,Bristol,38288.00
HI,Puna Geothermal Venture I,52028,15,1,Hawaii,183391.00
LA,Alliance Refinery,52031,22,75,Plaquemines,12319.00
VT,Moretown Generating Station,52033,50,23,Washington,
PA,Yough Hydro Power,52036,42,111,Somerset,38804.00
UT,Quail Creek Hydro Plant #1,52039,49,53,Washington,8798.00
TN,Vanderbilt University Power Plant,52048,47,37,Davidson,103383.00
SC,Clifton Dam 3 Power Station,52049,45,83,Spartanburg,4904.00
MN,Rapidan Hydro Facility,52054,27,13,Blue Earth,
NY,Nassau Energy Corporation,52056,36,59,Nassau,297401.00
NY,Herkimer,52057,36,43,Herkimer,0.00
NY,Ogdensburg,52058,36,89,St Lawrence,7876.00
CT,Hartford Hospital Cogeneration,52061,9,3,Hartford,51712.00
CA,Martinez Sulfuric Acid Regeneration Plt,52063,6,13,Contra Costa,13101.00
CA,Dominguez Plant,52064,6,37,Los Angeles,12240.00
TX,Houston Plant,52065,48,201,Harris,43650.00
NJ,Great Falls Hydro Project,52068,34,31,Passaic,18224.00
VA,Radford Army Ammunition Plant,52072,51,121,Montgomery,32129.00
CA,UCLA So Campus Cogen Project,52073,6,37,Los Angeles,244797.00
CA,McKittrick Cogen,52076,6,29,Kern,82856.00
CA,Lost Hills Cogeneration Plant,52077,6,29,Kern,5306.00
CA,North Midway Cogen,52078,6,29,Kern,
CA,Cymric 31X Cogen,52081,6,29,Kern,41848.00
CA,Cymric 6Z Cogen,52082,6,29,Kern,43309.00
CA,Coalinga 6C Cogen,52083,6,19,Fresno,
CA,Taft 26C Cogen,52085,6,29,Kern,72882.00
CA,Coalinga 25D Cogen,52086,6,19,Fresno,67026.00
VA,Elizabeth River Combustion Turbine Sta,52087,51,550,Chesapeake City,43910.00
TX,Texas City Cogeneration,52088,48,167,Galveston,1668225.00
VA,Celanese Acetate LLC,52089,51,71,Giles,172350.00
NY,NewYork-Presbyterian Brooklyn Methodist Hospital,52091,36,47,Kings,48.00
CA,Berry Placerita Cogen,52096,6,37,Los Angeles,195746.00
CA,Plant No 2 Orange County,52099,6,59,Orange,41574.00
CA,Cymric 36W Cogen,52104,6,29,Kern,57943.00
CA,Kern River Eastridge Cogen,52107,6,29,Kern,249247.00
CA,Richmond Cogen,52109,6,13,Contra Costa,921955.00
TX,Freeport Energy,52120,48,39,Brazoria,3000329.00
TX,Wasson CO2 Removal Plant,52122,48,501,Yoakum,137830.00
WY,Elk Basin Gasoline Plant,52127,56,29,Park,8814.00
IN,BP Whiting Business Unit,52130,18,89,Lake,409413.00
TX,Power Station 4,52132,48,167,Galveston,298472.00
ND,Tesoro Mandan Cogeneration Plant,52133,38,59,Morton,53702.00
AL,International Paper-Prattville Mill,52140,1,1,Autauga,568088.00
CA,Mojave 3/4/5,52142,6,29,Kern,116287.00
CA,C P Kelco San Diego Plant,52147,6,73,San Diego,78204.00
