Regulatory Class,Vehicle Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
"Truck","Truck SUV","2001","2707","0.173438","20.24012","16.41337","14.38656","18.57948","541.44899","617.72930","478.32339","4545.642","-","239.0363","212.8739","9.5676","0.919591","0.046891","37.30267","0.074","0.765","0.161","0.038","0.000","0.962","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.396","0.144","0.000","4.2","0.000"
"Truck","Truck SUV","2002","3588","0.222654","20.11723","16.30933","14.11631","18.65377","544.90294","629.55527","476.41834","4636.362","-","244.6084","228.6712","9.3682","0.952418","0.049300","37.78632","0.017","0.745","0.239","0.032","0.000","0.967","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.442","0.250","0.000","4.3","0.000"
"Truck","Truck SUV","2003","3571","0.226424","20.31005","16.42410","14.13498","18.83505","541.09524","628.72370","471.83304","4753.709","-","247.4343","233.4263","9.2635","0.966979","0.049231","38.94033","0.026","0.737","0.237","0.022","0.000","0.965","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.004","undefined","0.000","0.516","0.334","0.000","4.3","0.013"
"Truck","Truck SUV","2004","4075","0.259388","20.41630","16.47329","14.08662","18.95305","539.49009","630.89534","468.90451","4755.849","-","251.9975","240.1446","9.0851","0.973119","0.050549","39.11287","0.028","0.748","0.224","0.022","0.000","0.967","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.014","undefined","0.000","0.532","0.384","0.000","4.4","0.010"
"Truck","Truck SUV","2005","3272","0.205865","20.82952","16.73488","14.29760","19.20456","531.19980","621.74787","462.89160","4755.554","-","244.2803","243.8898","8.9388","1.018225","0.051185","39.77924","0.029","0.772","0.199","0.022","0.000","0.963","0.002","0.000","0.000","undefined","0.997","0.000","0.000","0.003","0.000","0.000","0.000","0.000","0.002","0.995","0.014","undefined","0.012","0.643","0.500","0.000","4.6","0.013"
"Truck","Truck SUV","2006","3006","0.199005","21.39224","17.16238","14.68071","19.67089","517.97437","605.52790","451.92521","4715.404","-","236.4468","239.5535","9.0027","1.028424","0.050661","40.66807","0.051","0.772","0.177","0.024","0.000","0.930","0.031","0.000","0.000","undefined","0.997","0.000","0.000","0.003","0.000","0.000","0.000","0.000","0.031","0.967","0.012","undefined","0.049","0.698","0.602","0.017","4.7","0.016"
"Truck","Truck SUV","2007","3314","0.216970","22.04005","17.67824","15.07100","20.33166","502.87029","589.86112","437.24563","4797.280","-","240.3524","251.7269","8.9071","1.068268","0.052269","42.49649","0.065","0.753","0.182","0.021","0.000","0.921","0.014","0.000","0.000","undefined","0.997","0.000","0.000","0.003","0.000","0.000","0.000","0.000","0.014","0.983","0.018","undefined","0.160","0.618","0.543","0.019","4.8","0.044"
"Truck","Truck SUV","2008","3072","0.221038","22.70322","18.18794","15.50367","20.92042","488.89608","573.53459","425.04597","4727.397","48.74836","229.6120","249.9136","8.9358","1.104603","0.052519","43.14475","0.101","0.757","0.142","0.017","0.000","0.916","0.024","0.000","0.000","0.020","0.976","0.000","0.000","0.004","0.000","0.000","0.000","0.000","0.024","0.972","0.018","undefined","0.084","0.718","0.605","0.022","5.0","0.043"
"Truck","Truck SUV","2009","1714","0.183972","24.12073","19.27740","16.41652","22.19533","461.37905","541.78742","400.72010","4547.633","48.61423","210.9497","243.5964","8.6663","1.169744","0.053224","43.97121","0.175","0.750","0.075","0.012","0.000","0.882","0.015","0.000","0.000","0.076","0.918","0.000","0.000","0.006","0.000","0.000","0.000","0.000","0.015","0.979","0.031","undefined","0.099","0.824","0.690","0.029","5.3","0.092"
"Truck","Truck SUV","2010","2305","0.207388","24.66942","19.68205","16.79938","22.60871","451.91844","529.47109","393.41382","4555.242","48.30706","212.1712","243.1933","8.7323","1.162922","0.053120","45.02956","0.142","0.777","0.081","0.018","0.008","0.868","0.015","0.000","0.000","0.122","0.872","0.000","0.000","0.006","0.000","0.000","0.000","0.000","0.015","0.979","0.033","undefined","0.083","0.827","0.830","0.034","5.4","0.091"
"Truck","Truck SUV","2011","3069","0.255377","24.86534","19.82269","16.91384","22.77790","448.83211","526.02240","390.60083","4665.320","49.65835","217.0960","257.2685","8.5480","1.203134","0.054654","46.28452","0.138","0.773","0.089","0.012","0.000","0.874","0.005","0.000","0.000","0.151","0.841","0.000","0.000","0.008","0.000","0.000","0.000","0.000","0.006","0.986","0.045","undefined","0.159","0.836","0.926","0.064","5.5","0.109"
"Truck","Truck SUV","2012","2771","0.206068","25.12498","20.00681","17.06347","22.99968","444.93342","521.68201","387.03537","4639.557","49.66824","214.5024","260.5694","8.4132","1.231915","0.055846","46.48951","0.138","0.799","0.064","0.016","0.000","0.884","0.006","0.000","0.000","0.183","0.805","0.000","0.000","0.012","0.000","0.000","0.000","0.000","0.006","0.981","0.055","0.004","0.125","0.892","0.958","0.077","5.6","0.094"
"Truck","Truck SUV","2013","3310","0.217773","26.25736","20.82639","17.78126","23.91618","427.18930","500.36065","371.98985","4584.101","49.69878","204.9329","256.6584","8.4117","1.284112","0.055545","47.88627","0.138","0.804","0.058","0.012","0.000","0.849","0.006","0.000","0.000","0.230","0.762","0.000","0.000","0.009","0.000","0.000","0.000","0.000","0.007","0.985","0.121","0.019","0.129","0.916","0.983","0.086","5.7","0.133"
"Truck","Truck SUV","2014","3706","0.238926","27.28355","21.59169","18.42380","24.80986","412.14498","483.02338","358.67530","4482.893","49.23501","196.1126","250.4819","8.3800","1.300059","0.055357","48.58093","0.128","0.818","0.054","0.012","0.000","0.820","0.006","0.000","0.000","0.271","0.718","0.000","0.000","0.011","0.000","0.000","0.000","0.000","0.006","0.983","0.116","0.043","0.091","0.880","0.974","0.216","6.2","0.162"
"Truck","Truck SUV","2015","4697","0.280602","27.78253","21.94241","18.74179","25.18729","405.52620","474.78259","353.28015","4533.314","49.40054","197.9955","254.0220","8.3513","1.306731","0.055372","49.95945","0.111","0.824","0.064","0.010","0.003","0.765","0.004","0.000","0.000","0.377","0.613","0.000","0.000","0.010","0.000","0.000","0.000","0.000","0.004","0.985","0.129","0.062","0.125","0.914","0.986","0.214","6.0","0.217"
"Truck","Truck SUV","2016","4741","0.291228","28.21080","22.21006","19.03551","25.40994","400.31728","467.03833","349.93531","4482.448","49.11920","191.4356","252.4301","8.2938","1.349334","0.055609","50.09056","0.117","0.832","0.051","0.009","0.002","0.771","0.012","0.000","0.000","0.494","0.500","0.000","0.000","0.006","0.000","0.002","0.000","0.000","0.012","0.981","0.159","0.125","0.131","0.931","0.994","0.237","6.1","0.206"
"Truck","Truck SUV","2017","5391","0.316836","28.29412","22.33860","19.07436","25.65002","397.85617","465.91002","346.51730","4509.642","49.42909","189.5558","257.3086","8.1579","1.401258","0.056387","50.74949","0.134","0.817","0.050","0.006","0.005","0.774","0.015","0.000","0.000","0.499","0.499","0.000","0.000","0.002","0.000","0.002","0.000","0.000","0.015","0.980","0.206","0.240","0.139","0.944","0.996","0.306","6.2","0.200"
"Truck","Truck SUV","2018","5692","0.350087","29.49372","23.12897","19.90307","26.35092","384.17925","446.43217","337.21651","4426.111","49.15120","180.2801","249.7993","8.1767","1.445531","0.055624","51.67762","0.116","0.836","0.048","0.007","0.008","0.771","0.016","0.000","0.000","0.525","0.471","0.000","0.001","0.003","0.001","0.002","0.000","0.000","0.024","0.970","0.275","0.399","0.118","0.947","0.984","0.429","6.3","0.198"
"Truck","Truck SUV","2019","5893","0.365136","29.97823","23.48195","20.16314","26.81109","378.06599","440.32197","331.10095","4444.482","49.47699","178.6051","254.6368","7.9849","1.488995","0.056615","52.91688","0.128","0.835","0.037","0.003","0.004","0.766","0.021","0.000","0.000","0.632","0.365","0.000","0.003","0.001","0.003","0.002","0.000","0.000","0.034","0.961","0.309","0.482","0.138","0.949","0.991","0.522","6.5","0.206"
"Truck","Truck SUV","Prelim. 2020","-","0.408446","30.84060","23.85366","20.80423","26.81922","372.25326","426.75118","331.14080","4396.501","49.13703","166.6802","251.0150","7.8742","1.575827","0.056289","53.24362","0.148","0.796","0.056","0.005","0.006","0.779","0.034","0.000","0.000","0.702","0.293","0.000","0.001","0.003","0.001","0.005","0.000","0.000","0.057","0.933","0.436","0.606","0.127","0.970","0.982","0.619","6.9","0.176"
"undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","-","undefined","undefined","-","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","-","undefined","-","-","undefined"
